,date,sales,day
872,2015-05-25,174048.198,873
873,2015-05-26,152932.952,874
874,2015-05-27,155632.078,875
875,2015-05-28,140115.033,876
876,2015-05-29,180328.181,877
877,2015-05-30,285812.716,878
878,2015-05-31,345804.68200000003,879
879,2015-06-01,240045.134,880
880,2015-06-02,216953.905,881
881,2015-06-03,200619.96,882
882,2015-06-04,171731.817,883
883,2015-06-05,177177.366,884
884,2015-06-06,254754.738,885
885,2015-06-07,299787.413,886
886,2015-06-08,197175.062,887
887,2015-06-09,172370.166,888
888,2015-06-10,165412.586,889
889,2015-06-11,137494.046,890
890,2015-06-12,156527.644,891
891,2015-06-13,227296.65899999999,892
892,2015-06-14,262870.546,893
893,2015-06-15,180145.231,894
894,2015-06-16,183310.603,895
895,2015-06-17,169991.914,896
896,2015-06-18,148958.904,897
897,2015-06-19,166846.158,898
898,2015-06-20,247911.135,899
899,2015-06-21,211947.96,900
900,2015-06-22,192965.976,901
901,2015-06-23,173364.278,902
902,2015-06-24,163082.842,903
903,2015-06-25,140169.208,904
904,2015-06-26,152699.079,905
905,2015-06-27,222791.096,906
906,2015-06-28,262815.985,907
907,2015-06-29,171486.523,908
908,2015-06-30,186557.54,909
909,2015-07-01,245410.095,910
910,2015-07-02,204435.0,911
911,2015-07-03,209391.215,912
912,2015-07-04,291750.531,913
913,2015-07-05,283927.351,914
914,2015-07-06,223417.047,915
915,2015-07-07,193016.525,916
916,2015-07-08,196614.342,917
917,2015-07-09,171146.667,918
918,2015-07-10,174596.214,919
919,2015-07-11,221858.944,920
920,2015-07-12,251266.732,921
921,2015-07-13,181603.563,922
922,2015-07-14,164514.262,923
923,2015-07-15,174237.801,924
924,2015-07-16,165652.515,925
925,2015-07-17,176525.57,926
926,2015-07-18,231607.333,927
927,2015-07-19,250653.532,928
928,2015-07-20,195151.691,929
929,2015-07-21,171116.69,930
930,2015-07-22,166557.221,931
931,2015-07-23,154131.57200000001,932
932,2015-07-24,171010.769,933
933,2015-07-25,219129.332,934
934,2015-07-26,243256.484,935
935,2015-07-27,183082.723,936
936,2015-07-28,164466.755,937
937,2015-07-29,162269.064,938
938,2015-07-30,154272.318,939
939,2015-07-31,198189.444,940
940,2015-08-01,313286.902,941
941,2015-08-02,310539.311,942
942,2015-08-03,239833.199,943
943,2015-08-04,210061.041,944
944,2015-08-05,197778.866,945
945,2015-08-06,169316.263,946
946,2015-08-07,183246.191,947
947,2015-08-08,222473.985,948
948,2015-08-09,196120.485,949
949,2015-08-10,225163.404,950
950,2015-08-11,190475.889,951
951,2015-08-12,178916.517,952
952,2015-08-13,158137.523,953
953,2015-08-14,214621.183,954
954,2015-08-15,280491.477,955
955,2015-08-16,266657.285,956
956,2015-08-17,205150.612,957
957,2015-08-18,181016.014,958
958,2015-08-19,178550.626,959
959,2015-08-20,164488.009,960
960,2015-08-21,178782.938,961
961,2015-08-22,223473.238,962
962,2015-08-23,243960.112,963
963,2015-08-24,193495.072,964
964,2015-08-25,177455.627,965
965,2015-08-26,169356.366,966
966,2015-08-27,158149.191,967
967,2015-08-28,170362.516,968
968,2015-08-29,247850.507,969
969,2015-08-30,278712.112,970
970,2015-08-31,230275.514,971
971,2015-09-01,270499.49,972
972,2015-09-02,245231.05,973
973,2015-09-03,210494.676,974
974,2015-09-04,205591.187,975
975,2015-09-05,300484.444,976
976,2015-09-06,329609.528,977
977,2015-09-07,219561.581,978
978,2015-09-08,191848.293,979
979,2015-09-09,188220.482,980
980,2015-09-10,162423.037,981
981,2015-09-11,172460.212,982
982,2015-09-12,254393.549,983
983,2015-09-13,281443.496,984
984,2015-09-14,190499.348,985
985,2015-09-15,190057.826,986
986,2015-09-16,195725.615,987
987,2015-09-17,167466.165,988
988,2015-09-18,175242.737,989
989,2015-09-19,262012.87900000002,990
990,2015-09-20,286247.781,991
991,2015-09-21,203434.068,992
992,2015-09-22,177503.527,993
993,2015-09-23,179647.413,994
994,2015-09-24,154976.789,995
995,2015-09-25,169884.701,996
996,2015-09-26,240802.707,997
997,2015-09-27,274214.751,998
998,2015-09-28,180110.13,999
999,2015-09-29,163210.316,1000
1000,2015-09-30,189052.631,1001
1001,2015-10-01,248701.812,1002
1002,2015-10-02,245153.329,1003
1003,2015-10-03,360545.262,1004
1004,2015-10-04,377564.83400000003,1005
1005,2015-10-05,248414.7,1006
1006,2015-10-06,207081.421,1007
1007,2015-10-07,200058.988,1008
1008,2015-10-08,177734.963,1009
1009,2015-10-09,252358.647,1010
1010,2015-10-10,253686.158,1011
1011,2015-10-11,287912.85,1012
1012,2015-10-12,205507.766,1013
1013,2015-10-13,166596.174,1014
1014,2015-10-14,188272.939,1015
1015,2015-10-15,170174.248,1016
1016,2015-10-16,195648.954,1017
1017,2015-10-17,280530.377,1018
1018,2015-10-18,312644.61699999997,1019
1019,2015-10-19,203594.256,1020
1020,2015-10-20,191511.262,1021
1021,2015-10-21,179785.03,1022
1022,2015-10-22,162364.692,1023
1023,2015-10-23,177102.068,1024
1024,2015-10-24,244223.171,1025
1025,2015-10-25,292532.473,1026
1026,2015-10-26,187140.097,1027
1027,2015-10-27,181811.45,1028
1028,2015-10-28,163936.873,1029
1029,2015-10-29,155256.371,1030
1030,2015-10-30,184025.813,1031
1031,2015-10-31,283224.663,1032
1032,2015-11-01,256824.33,1033
1033,2015-11-02,232887.607,1034
1034,2015-11-03,312993.707,1035
1035,2015-11-04,243346.024,1036
1036,2015-11-05,193999.069,1037
1037,2015-11-06,192626.271,1038
1038,2015-11-07,285216.557,1039
1039,2015-11-08,322893.759,1040
1040,2015-11-09,203194.57,1041
1041,2015-11-10,180978.383,1042
1042,2015-11-11,204942.683,1043
1043,2015-11-12,146715.346,1044
1044,2015-11-13,173780.904,1045
1045,2015-11-14,250551.654,1046
1046,2015-11-15,308839.368,1047
1047,2015-11-16,209877.564,1048
1048,2015-11-17,181719.796,1049
1049,2015-11-18,187024.692,1050
1050,2015-11-19,166160.78399999999,1051
1051,2015-11-20,188848.715,1052
1052,2015-11-21,248790.57200000001,1053
1053,2015-11-22,293519.172,1054
1054,2015-11-23,212547.451,1055
1055,2015-11-24,176703.127,1056
1056,2015-11-25,177450.623,1057
1057,2015-11-26,153487.728,1058
1058,2015-11-27,187519.365,1059
1059,2015-11-28,247041.302,1060
1060,2015-11-29,313506.061,1061
1061,2015-11-30,233626.427,1062
1062,2015-12-01,272375.783,1063
1063,2015-12-02,265057.075,1064
1064,2015-12-03,213517.332,1065
1065,2015-12-04,243074.58000000002,1066
1066,2015-12-05,293218.406,1067
1067,2015-12-06,344198.986,1068
1068,2015-12-07,266322.762,1069
1069,2015-12-08,218271.373,1070
1070,2015-12-09,216034.13,1071
1071,2015-12-10,228638.516,1072
1072,2015-12-11,210971.007,1073
1073,2015-12-12,277815.188,1074
1074,2015-12-13,327242.042,1075
1075,2015-12-14,280831.388,1076
1076,2015-12-15,247077.766,1077
1077,2015-12-16,267490.004,1078
1078,2015-12-17,280533.962,1079
1079,2015-12-18,308668.201,1080
1080,2015-12-19,331152.939,1081
1081,2015-12-20,361094.281,1082
1082,2015-12-21,337289.325,1083
1083,2015-12-22,362154.403,1084
1084,2015-12-23,367851.184,1085
1085,2015-12-24,341425.748,1086
1086,2015-12-26,268798.225,1087
1087,2015-12-27,237820.279,1088
1088,2015-12-28,223897.335,1089
1089,2015-12-29,239270.182,1090
1090,2015-12-30,273100.393,1091
1091,2015-12-31,249215.56,1092
1092,2016-01-01,3247.0,1093
1093,2016-01-02,309417.194,1094
1094,2016-01-03,347681.912,1095
1095,2016-01-04,272978.806,1096
1096,2016-01-05,234212.722,1097
1097,2016-01-06,220632.777,1098
1098,2016-01-07,183343.476,1099
1099,2016-01-08,194604.367,1100
1100,2016-01-09,277982.051,1101
1101,2016-01-10,310926.818,1102
1102,2016-01-11,201072.649,1103
1103,2016-01-12,181032.288,1104
1104,2016-01-13,174299.275,1105
1105,2016-01-14,156517.984,1106
1106,2016-01-15,179900.482,1107
1107,2016-01-16,262108.866,1108
1108,2016-01-17,296780.623,1109
1109,2016-01-18,199216.618,1110
1110,2016-01-19,176148.616,1111
1111,2016-01-20,202818.498,1112
1112,2016-01-21,154029.367,1113
1113,2016-01-22,171250.134,1114
1114,2016-01-23,250648.18099999998,1115
1115,2016-01-24,269822.866,1116
1116,2016-01-25,183926.533,1117
1117,2016-01-26,167851.858,1118
1118,2016-01-27,167202.089,1119
1119,2016-01-28,147342.729,1120
1120,2016-01-29,182896.50400000002,1121
1121,2016-01-30,282682.646,1122
1122,2016-01-31,316827.105,1123
1123,2016-02-01,262715.744,1124
1124,2016-02-02,226869.889,1125
1125,2016-02-03,218438.255,1126
1126,2016-02-04,189314.288,1127
1127,2016-02-05,212188.512,1128
1128,2016-02-06,270244.338,1129
1129,2016-02-07,196975.541,1130
1130,2016-02-08,179694.609,1131
1131,2016-02-09,213773.579,1132
1132,2016-02-10,221570.756,1133
1133,2016-02-11,194112.377,1134
1134,2016-02-12,203111.89,1135
1135,2016-02-13,253712.534,1136
1136,2016-02-14,274389.572,1137
1137,2016-02-15,216906.481,1138
1138,2016-02-16,208609.541,1139
1139,2016-02-17,197609.707,1140
1140,2016-02-18,164390.699,1141
1141,2016-02-19,184538.157,1142
1142,2016-02-20,251560.286,1143
1143,2016-02-21,284126.734,1144
1144,2016-02-22,204008.43,1145
1145,2016-02-23,186082.85,1146
1146,2016-02-24,182948.03,1147
1147,2016-02-25,162385.525,1148
1148,2016-02-26,175730.956,1149
1149,2016-02-27,262987.933,1150
1150,2016-02-28,288013.308,1151
1151,2016-02-29,215583.564,1152
1152,2016-03-01,281908.06,1153
1153,2016-03-02,261201.044,1154
1154,2016-03-03,210149.586,1155
1155,2016-03-04,217479.873,1156
1156,2016-03-05,310035.22,1157
1157,2016-03-06,321403.911,1158
1158,2016-03-07,227335.73,1159
1159,2016-03-08,191799.819,1160
1160,2016-03-09,189025.518,1161
1161,2016-03-10,170078.721,1162
1162,2016-03-11,185561.196,1163
1163,2016-03-12,260840.698,1164
1164,2016-03-13,277080.813,1165
1165,2016-03-14,195250.187,1166
1166,2016-03-15,194401.932,1167
1167,2016-03-16,203217.46,1168
1168,2016-03-17,171098.721,1169
1169,2016-03-18,186072.919,1170
1170,2016-03-19,258009.331,1171
1171,2016-03-20,268138.842,1172
1172,2016-03-21,205495.301,1173
1173,2016-03-22,180395.586,1174
1174,2016-03-23,201357.405,1175
1175,2016-03-24,193502.016,1176
1176,2016-03-25,175260.391,1177
1177,2016-03-26,228098.999,1178
1178,2016-03-27,236363.068,1179
1179,2016-03-28,187080.173,1180
1180,2016-03-29,170623.586,1181
1181,2016-03-30,177508.797,1182
1182,2016-03-31,181818.285,1183
1183,2016-04-01,264279.91599999997,1184
1184,2016-04-02,359878.225,1185
1185,2016-04-03,392994.414,1186
1186,2016-04-04,247443.082,1187
1187,2016-04-05,220949.001,1188
1188,2016-04-06,215699.211,1189
1189,2016-04-07,175785.098,1190
1190,2016-04-08,192404.955,1191
1191,2016-04-09,274315.641,1192
1192,2016-04-10,297001.111,1193
1193,2016-04-11,196110.698,1194
1194,2016-04-12,194133.805,1195
1195,2016-04-13,187170.338,1196
1196,2016-04-14,160391.858,1197
1197,2016-04-15,190298.324,1198
1198,2016-04-16,255095.579,1199
1199,2016-04-17,456372.94,1200
1200,2016-04-18,583222.48,1201
1201,2016-04-19,432782.685,1202
1202,2016-04-20,368663.09,1203
1203,2016-04-21,438060.072,1204
1204,2016-04-22,296335.113,1205
1205,2016-04-23,326432.713,1206
1206,2016-04-24,320549.743,1207
1207,2016-04-25,208363.828,1208
1208,2016-04-26,255922.632,1209
1209,2016-04-27,185792.421,1210
1210,2016-04-28,168068.753,1211
1211,2016-04-29,209276.783,1212
1212,2016-04-30,334747.624,1213
1213,2016-05-01,396734.931,1214
1214,2016-05-02,388655.729,1215
1215,2016-05-03,245255.931,1216
1216,2016-05-04,231889.406,1217
1217,2016-05-05,201917.065,1218
1218,2016-05-06,217377.828,1219
1219,2016-05-07,314144.969,1220
1220,2016-05-08,241711.586,1221
1221,2016-05-09,231751.797,1222
1222,2016-05-10,201814.354,1223
1223,2016-05-11,200429.819,1224
1224,2016-05-12,188538.423,1225
1225,2016-05-13,186155.955,1226
1226,2016-05-14,273155.955,1227
1227,2016-05-15,309885.173,1228
1228,2016-05-16,216245.122,1229
1229,2016-05-17,191060.73,1230
1230,2016-05-18,182586.488,1231
1231,2016-05-19,170046.0,1232
1232,2016-05-20,203102.519,1233
1233,2016-05-21,265413.271,1234
1234,2016-05-22,297504.473,1235
1235,2016-05-23,204000.526,1236
1236,2016-05-24,176731.294,1237
1237,2016-05-25,176417.564,1238
1238,2016-05-26,169389.625,1239
1239,2016-05-27,250266.487,1240
1240,2016-05-28,248640.541,1241
1241,2016-05-29,292585.044,1242
1242,2016-05-30,233479.228,1243
1243,2016-05-31,322106.164,1244
1244,2016-06-01,250838.519,1245
1245,2016-06-02,220441.886,1246
1246,2016-06-03,227693.214,1247
1247,2016-06-04,320767.826,1248
1248,2016-06-05,350095.984,1249
1249,2016-06-06,229653.638,1250
1250,2016-06-07,200907.81,1251
1251,2016-06-08,202898.856,1252
1252,2016-06-09,168121.474,1253
1253,2016-06-10,187708.535,1254
1254,2016-06-11,254645.421,1255
1255,2016-06-12,281858.083,1256
1256,2016-06-13,208204.918,1257
1257,2016-06-14,181913.841,1258
1258,2016-06-15,199789.947,1259
1259,2016-06-16,190493.984,1260
1260,2016-06-17,228070.904,1261
1261,2016-06-18,285047.428,1262
1262,2016-06-19,241542.497,1263
1263,2016-06-20,221944.314,1264
1264,2016-06-21,195091.857,1265
1265,2016-06-22,187238.685,1266
1266,2016-06-23,166914.986,1267
1267,2016-06-24,182702.723,1268
1268,2016-06-25,247566.968,1269
1269,2016-06-26,277241.879,1270
1270,2016-06-27,215076.61,1271
1271,2016-06-28,171104.94,1272
1272,2016-06-29,171586.91,1273
1273,2016-06-30,163818.167,1274
1274,2016-07-01,255760.699,1275
1275,2016-07-02,334946.369,1276
1276,2016-07-03,344155.743,1277
1277,2016-07-04,282466.988,1278
1278,2016-07-05,221474.81,1279
1279,2016-07-06,216890.038,1280
1280,2016-07-07,179363.573,1281
1281,2016-07-08,195270.97,1282
1282,2016-07-09,254903.075,1283
1283,2016-07-10,272714.89400000003,1284
1284,2016-07-11,201102.414,1285
1285,2016-07-12,181702.174,1286
1286,2016-07-13,173891.151,1287
1287,2016-07-14,159965.624,1288
1288,2016-07-15,191860.969,1289
1289,2016-07-16,262718.623,1290
1290,2016-07-17,276929.481,1291
1291,2016-07-18,209950.384,1292
1292,2016-07-19,186922.796,1293
1293,2016-07-20,196880.731,1294
1294,2016-07-21,182387.153,1295
1295,2016-07-22,184784.031,1296
1296,2016-07-23,242640.796,1297
1297,2016-07-24,249064.656,1298
1298,2016-07-25,206929.182,1299
1299,2016-07-26,186028.707,1300
1300,2016-07-27,179774.338,1301
1301,2016-07-28,156665.984,1302
1302,2016-07-29,195220.548,1303
1303,2016-07-30,279494.549,1304
1304,2016-07-31,307874.225,1305
1305,2016-08-01,287706.632,1306
1306,2016-08-02,246720.513,1307
1307,2016-08-03,234551.91700000002,1308
1308,2016-08-04,191749.616,1309
1309,2016-08-05,200934.495,1310
1310,2016-08-06,256030.195,1311
1311,2016-08-07,267916.902,1312
1312,2016-08-08,212254.549,1313
1313,2016-08-09,183625.143,1314
1314,2016-08-10,183366.316,1315
1315,2016-08-11,174516.511,1316
1316,2016-08-12,211558.782,1317
1317,2016-08-13,204230.113,1318
1318,2016-08-14,217862.006,1319
1319,2016-08-15,209894.309,1320
1320,2016-08-16,214910.844,1321
1321,2016-08-17,200585.429,1322
1322,2016-08-18,169873.133,1323
1323,2016-08-19,189593.805,1324
1324,2016-08-20,238124.092,1325
1325,2016-08-21,256910.234,1326
1326,2016-08-22,208539.744,1327
1327,2016-08-23,189743.45,1328
1328,2016-08-24,183629.338,1329
1329,2016-08-25,160226.12900000002,1330
1330,2016-08-26,177844.789,1331
1331,2016-08-27,226705.497,1332
1332,2016-08-28,243416.113,1333
1333,2016-08-29,193011.781,1334
1334,2016-08-30,178158.766,1335
1335,2016-08-31,209312.586,1336
1336,2016-09-01,224855.405,1337
1337,2016-09-02,246898.196,1338
1338,2016-09-03,319453.549,1339
1339,2016-09-04,331800.452,1340
1340,2016-09-05,244673.66,1341
1341,2016-09-06,221549.465,1342
1342,2016-09-07,206077.526,1343
1343,2016-09-08,176583.137,1344
1344,2016-09-09,184969.668,1345
1345,2016-09-10,266900.669,1346
1346,2016-09-11,297666.174,1347
1347,2016-09-12,198351.158,1348
1348,2016-09-13,175934.812,1349
1349,2016-09-14,170787.774,1350
1350,2016-09-15,168851.383,1351
1351,2016-09-16,193851.791,1352
1352,2016-09-17,262554.474,1353
1353,2016-09-18,298820.0,1354
1354,2016-09-19,201940.015,1355
1355,2016-09-20,189259.548,1356
1356,2016-09-21,183985.564,1357
1357,2016-09-22,157583.834,1358
1358,2016-09-23,185657.64,1359
1359,2016-09-24,250405.729,1360
1360,2016-09-25,273407.067,1361
1361,2016-09-26,195676.136,1362
1362,2016-09-27,171192.631,1363
1363,2016-09-28,171837.571,1364
1364,2016-09-29,153914.398,1365
1365,2016-09-30,204209.586,1366
1366,2016-10-01,376487.399,1367
1367,2016-10-02,392774.819,1368
1368,2016-10-03,259260.663,1369
1369,2016-10-04,227062.232,1370
1370,2016-10-05,220673.751,1371
1371,2016-10-06,179258.097,1372
1372,2016-10-07,207228.722,1373
1373,2016-10-08,283341.173,1374
1374,2016-10-09,328798.61,1375
1375,2016-10-10,218986.451,1376
1376,2016-10-11,184607.781,1377
1377,2016-10-12,184546.728,1378
1378,2016-10-13,165917.54,1379
1379,2016-10-14,187897.631,1380
1380,2016-10-15,267296.737,1381
1381,2016-10-16,328004.322,1382
1382,2016-10-17,211547.87,1383
1383,2016-10-18,188088.864,1384
1384,2016-10-19,180780.167,1385
1385,2016-10-20,172086.821,1386
1386,2016-10-21,184723.541,1387
1387,2016-10-22,248149.917,1388
1388,2016-10-23,299180.504,1389
1389,2016-10-24,198551.225,1390
1390,2016-10-25,178507.736,1391
1391,2016-10-26,170707.0,1392
1392,2016-10-27,161035.113,1393
1393,2016-10-28,180171.818,1394
1394,2016-10-29,248688.609,1395
1395,2016-10-30,282533.016,1396
1396,2016-10-31,199818.887,1397
1397,2016-11-01,252354.113,1398
1398,2016-11-02,294122.549,1399
1399,2016-11-03,245076.593,1400
1400,2016-11-04,256548.526,1401
1401,2016-11-05,275166.218,1402
1402,2016-11-06,351095.489,1403
1403,2016-11-07,250798.331,1404
1404,2016-11-08,226945.098,1405
1405,2016-11-09,224668.166,1406
1406,2016-11-10,176812.224,1407
1407,2016-11-11,205336.269,1408
1408,2016-11-12,276217.866,1409
1409,2016-11-13,345032.878,1410
1410,2016-11-14,219897.376,1411
1411,2016-11-15,202823.317,1412
1412,2016-11-16,235505.27,1413
1413,2016-11-17,189332.719,1414
1414,2016-11-18,218481.841,1415
1415,2016-11-19,281438.088,1416
1416,2016-11-20,334426.044,1417
1417,2016-11-21,231283.925,1418
1418,2016-11-22,208830.983,1419
1419,2016-11-23,214367.837,1420
1420,2016-11-24,181074.162,1421
1421,2016-11-25,211344.729,1422
1422,2016-11-26,267974.986,1423
1423,2016-11-27,308257.897,1424
1424,2016-11-28,222589.643,1425
1425,2016-11-29,193324.333,1426
1426,2016-11-30,221747.168,1427
1427,2016-12-01,289689.792,1428
1428,2016-12-02,263266.533,1429
1429,2016-12-03,354348.142,1430
1430,2016-12-04,398378.733,1431
1431,2016-12-05,307665.714,1432
1432,2016-12-06,291190.488,1433
1433,2016-12-07,266602.07,1434
1434,2016-12-08,222288.266,1435
1435,2016-12-09,235245.91,1436
1436,2016-12-10,288835.971,1437
1437,2016-12-11,350255.704,1438
1438,2016-12-12,301380.004,1439
1439,2016-12-13,248243.757,1440
1440,2016-12-14,267589.502,1441
1441,2016-12-15,255609.61800000002,1442
1442,2016-12-16,302208.024,1443
1443,2016-12-17,340408.274,1444
1444,2016-12-18,401211.913,1445
1445,2016-12-19,351702.981,1446
1446,2016-12-20,384623.784,1447
1447,2016-12-21,387603.442,1448
1448,2016-12-22,400889.065,1449
1449,2016-12-23,425386.443,1450
1450,2016-12-24,413170.207,1451
1451,2016-12-26,309767.773,1452
1452,2016-12-27,242792.095,1453
1453,2016-12-28,265759.513,1454
1454,2016-12-29,257006.744,1455
1455,2016-12-30,329599.654,1456
1456,2016-12-31,302232.811,1457
